frame,x,y,mass,size,ecc,signal,raw_mass,ep,frame,particle,filename,channel,pair_id
22,73.2563600783,89.1272015656,215.705691081,1.26212320722,0.178797882376,30.8150987259,459.0,0.036553744577,22,20.0,control_series1,1,0
23,72.694,87.782,241.699133229,1.26174482365,0.15857670221,34.3212769186,496.0,0.0325342736656,23,20.0,control_series1,1,0
24,75.7917933131,88.8753799392,298.464393171,1.23586229941,0.225172385524,46.2665168745,575.0,0.0274028377007,24,20.0,control_series1,1,0
25,75.2829525483,86.769771529,248.008670537,1.25065887732,0.199105235835,36.612879306,500.0,0.0326842147006,25,20.0,control_series1,1,0
26,75.976391231,90.2445193929,267.434028692,1.24081787747,0.176564929917,41.4906081613,527.0,0.0298467127768,26,20.0,control_series1,1,0
27,76.9108527132,89.8449612403,211.058450831,1.25599338368,0.171677942747,30.6771004116,440.0,0.0377634870021,27,20.0,control_series1,1,0
28,73.9430769231,88.1815384615,294.533136372,1.2397270171,0.165604327506,45.3127902111,570.0,0.0267853052326,28,20.0,control_series1,1,0
29,72.9799426934,91.1504297994,308.157802942,1.23754540306,0.139118813918,47.2390901357,591.0,0.0257882413391,29,20.0,control_series1,1,0
30,72.770661157,93.2314049587,242.393380267,1.23733250807,0.194894819899,37.560957686,459.0,0.0360563247456,30,20.0,control_series1,1,0
0,354.088980151,124.069815195,116.006106629,1.30023953987,0.158354879025,15.0069501389,306.0,0.0618990551067,0,1.0,control_series1,0,1
1,353.842506351,122.248094835,128.72765059,1.24582282574,0.139826731735,19.4017966173,307.0,0.0618953238816,1,1.0,control_series1,0,1
2,353.138477801,122.039112051,67.2905650037,1.30942267349,0.207378731431,8.67806440851,216.0,0.119281992934,2,1.0,control_series1,0,1
3,354.733933934,120.961561562,184.16844829,1.23682243258,0.214209053898,28.2059785669,401.0,0.0406475404328,3,1.0,control_series1,0,1
4,354.952027413,121.269560251,206.812830018,1.25593962904,0.153209081007,30.1183733036,441.0,0.0351365334286,4,1.0,control_series1,0,1
5,356.150774732,120.971990465,148.04608677,1.24093855057,0.240123521348,22.4980644377,342.0,0.0510823135188,5,1.0,control_series1,0,1
6,356.178097983,120.280115274,191.070705597,1.25231773597,0.226040528673,28.0824379985,413.0,0.0382970964604,6,1.0,control_series1,0,1
7,355.166780588,119.012303486,209.3316748,1.24013537505,0.233011113166,32.4800342991,440.0,0.0353989113052,7,1.0,control_series1,0,1
8,355.783141762,119.868965517,93.7208082872,1.29602989417,0.11114260063,12.2806576376,270.0,0.0746778273327,8,1.0,control_series1,0,1
11,358.818705036,118.926618705,71.8430430284,1.32762567317,0.0792609987962,8.57981664943,232.0,0.100666012488,11,1.0,control_series1,0,1
12,358.987671233,121.232876712,93.1304201976,1.25239496593,0.205812900065,13.7781991525,275.0,0.0721596255066,12,1.0,control_series1,0,1
13,357.964962121,121.675189394,110.33894669,1.25075734633,0.179870814973,16.509046948,298.0,0.0626580205205,13,1.0,control_series1,0,1
14,358.906367041,121.979026217,89.7250101551,1.27229186579,0.178481115726,12.2321736691,264.0,0.0749984685259,14,1.0,control_series1,0,1
15,358.8299389,122.199592668,84.7375048654,1.27525405799,0.109546968291,11.4766681742,257.0,0.0786037353782,15,1.0,control_series1,0,1
17,360.99906015,118.071428571,81.2759517823,1.30966620324,0.0997911760611,10.0831068001,254.0,0.0808789043627,17,1.0,control_series1,0,1
18,361.973727422,116.991789819,136.628295786,1.1993430057,0.237698007968,23.3322541243,327.0,0.0518328092589,18,1.0,control_series1,0,1
19,363.088430361,118.74944731,198.757453891,1.2386552244,0.175456497214,30.7583384798,419.0,0.0365851317067,19,1.0,control_series1,0,1
20,363.769863014,118.208219178,185.786042299,1.24856081533,0.222963637754,28.2496584865,410.0,0.0373230368614,20,1.0,control_series1,0,1
21,365.67539267,120.996260284,245.019175459,1.23735186628,0.264221580756,38.3014268295,468.0,0.031466780008,21,1.0,control_series1,0,1
22,365.056179775,123.949438202,161.367033028,1.23502263092,0.16749792674,25.3835782291,360.0,0.0446838779254,22,1.0,control_series1,0,1
23,366.021992238,123.883570505,195.97875683,1.21706282279,0.215392964101,31.9447908934,407.0,0.0373110119499,23,1.0,control_series1,0,1
24,364.005882353,124.180882353,170.417881292,1.22894024169,0.233882939456,26.8157548504,386.0,0.0408550295759,24,1.0,control_series1,0,1
25,363.096573209,124.037383178,83.4857565969,1.28615924655,0.173623315711,11.4435304993,227.0,0.0975834286206,25,1.0,control_series1,0,1
26,360.936263736,127.189010989,131.123648267,1.24653365532,0.204728788072,19.8846851218,313.0,0.0548793105278,26,1.0,control_series1,0,1
27,359.113577023,129.941253264,211.943854175,1.20919022166,0.274406604586,35.4162053974,439.0,0.033271234843,27,1.0,control_series1,0,1
28,359.995756719,133.244695898,205.288255413,1.2290680224,0.151090580483,32.2305464652,430.0,0.0340788260969,28,1.0,control_series1,0,1
29,358.802511416,133.265981735,182.870447139,1.250570646,0.156205579139,26.720795929,398.0,0.0383594399731,29,1.0,control_series1,0,1
30,356.883259912,134.066079295,130.276251557,1.24259923686,0.153921769316,19.5127425239,318.0,0.0529798713175,30,1.0,control_series1,0,1
31,356.82712766,133.808510638,154.87507341,1.25477810194,0.204103343362,22.6545985041,344.0,0.0467712792596,31,1.0,control_series1,0,1
32,354.101110462,136.873173583,180.492379714,1.2585186063,0.206153515419,25.9503947455,391.0,0.0391456568085,32,1.0,control_series1,0,1
33,354.040075141,137.90169067,226.314267472,1.22512826313,0.247123595132,36.1365924893,457.0,0.0315581864365,33,1.0,control_series1,0,1
34,355.020259319,137.948946515,177.773205734,1.23233054565,0.147477531212,28.2362628232,382.0,0.0397716586939,34,1.0,control_series1,0,1
35,354.928865979,137.942268041,174.688063522,1.21035054989,0.210007221222,28.8145259417,374.0,0.0406032058396,35,1.0,control_series1,0,1
36,355.273703041,138.070661896,199.614244607,1.23130019853,0.248460138171,31.0669754576,439.0,0.0327915276949,36,1.0,control_series1,0,1
37,355.203109815,136.908649174,175.89505962,1.24110048662,0.22125022531,26.4953685531,395.0,0.0375944225073,37,1.0,control_series1,0,1
38,353.874767514,134.068195908,172.296241682,1.24046268591,0.286137717038,27.1315842451,371.0,0.0415254831807,38,1.0,control_series1,0,1
39,352.740601504,133.145989975,241.242199007,1.22602317763,0.279722583276,38.5443363074,468.0,0.0299844470152,39,1.0,control_series1,0,1
40,352.923076923,135.247863248,144.114829596,1.26085034391,0.167484388311,20.9397615652,336.0,0.0477300749953,40,1.0,control_series1,0,1
41,352.985197368,136.212171053,147.464585854,1.2387653021,0.132553606109,23.0413415397,337.0,0.0466977801071,41,1.0,control_series1,0,1
42,352.842323651,136.05186722,83.5018012673,1.22981630042,0.295295784891,13.6859798758,232.0,0.0900946518348,42,1.0,control_series1,0,1
43,351.20979021,135.0,134.129824599,1.26085034391,0.234274494344,19.2284014285,319.0,0.0511575221301,43,1.0,control_series1,0,1
44,355.058823529,134.087680355,124.714183394,1.25716591933,0.296063808496,17.9942772933,290.0,0.0591940878878,44,1.0,control_series1,0,1
45,355.815060241,130.993975904,198.114578127,1.2406275132,0.273324435939,30.4332635075,404.0,0.0367302678329,45,1.0,control_series1,0,1
46,355.78447205,131.831677019,220.121588583,1.22955326938,0.235933929939,34.8639783159,441.0,0.0313841242952,46,1.0,control_series1,0,1
47,356.273504274,132.239316239,75.3492322821,1.26626174364,0.24067405296,10.9481790495,225.0,0.0939542305791,47,1.0,control_series1,0,1
49,356.915531335,128.83106267,90.7433701986,1.20512077249,0.292603433686,15.3299426493,251.0,0.0765644167312,49,1.0,control_series1,0,1
50,357.731578947,126.256842105,112.855107227,1.26449490644,0.164784104339,16.1560995609,295.0,0.0578872837972,50,1.0,control_series1,0,1
51,354.806918239,127.106918239,135.757974293,1.23649942079,0.287009685841,21.7725053112,307.0,0.0536088396107,51,1.0,control_series1,0,1
52,355.691785053,128.056207536,186.750792492,1.22965217517,0.218057671533,29.4141149386,390.0,0.037836014632,52,1.0,control_series1,0,1
53,354.161290323,129.75466893,196.339401962,1.25012732798,0.167051797413,29.0008963848,409.0,0.0354484391081,53,1.0,control_series1,0,1
54,354.233333333,128.180808081,119.914229073,1.26411225687,0.17257113719,16.7153167799,297.0,0.0558117739413,54,1.0,control_series1,0,1
55,354.83062645,128.678654292,182.636831702,1.24773576833,0.185104904992,27.0141485406,393.0,0.0367261729321,55,1.0,control_series1,0,1
56,354.730769231,130.167087011,185.398711362,1.23627394459,0.215054894477,28.7566727585,389.0,0.0375943915962,56,1.0,control_series1,0,1
57,355.866192171,131.906761566,175.891121722,1.22110736745,0.210911048133,28.4179961786,376.0,0.0393852406685,57,1.0,control_series1,0,1
58,355.186419753,133.212962963,173.470293949,1.26075619088,0.168435002412,24.9497398087,387.0,0.0379006926326,58,1.0,control_series1,0,1
60,357.677796327,136.106844741,92.0808544556,1.26530694673,0.15226143786,13.0665653234,260.0,0.0696512953507,60,1.0,control_series1,0,1
61,358.268207283,134.880252101,119.348231295,1.27296825541,0.189737666024,16.7154385567,291.0,0.0575422379545,61,1.0,control_series1,0,1
62,358.908536585,136.016260163,60.194366177,1.34421373639,0.0976480186709,7.09608381761,207.0,0.108851497535,62,1.0,control_series1,0,1
63,357.043785311,136.146892655,116.009418292,1.271704226,0.159547951222,16.3855110582,291.0,0.0573858078459,63,1.0,control_series1,0,1
64,356.789737171,137.255319149,69.9765464543,1.29888755715,0.130258355139,9.37107693443,213.0,0.101253756836,64,1.0,control_series1,0,1
65,357.188630491,138.031007752,76.91253676,1.29897594331,0.146318434723,10.1357606583,235.0,0.0853742287168,65,1.0,control_series1,0,1
1,354.108639863,122.778443114,538.020868045,1.29419312415,0.0714608385731,70.8770005808,1005.0,0.0145596007968,1,26.0,control_series1,1,1
3,354.702755906,121.250656168,761.775955704,1.27436876454,0.160279621361,105.468980744,1331.0,0.0107682799485,3,26.0,control_series1,1,1
4,354.889882616,121.836780324,841.838115402,1.262832399,0.19807238791,119.523130974,1460.0,0.009631232899,4,26.0,control_series1,1,1
5,355.895279436,121.313619099,878.03963758,1.26923614456,0.20405840667,121.486764831,1543.0,0.00892653195681,5,26.0,control_series1,1,1
6,355.938255034,120.789261745,844.288461512,1.2665018143,0.191385831539,118.427039232,1503.0,0.00924111075472,6,26.0,control_series1,1,1
7,355.0,119.240073305,910.743816055,1.2672752506,0.180455693412,126.291292758,1598.0,0.00873037044645,7,26.0,control_series1,1,1
8,354.884911894,119.960352423,920.775072719,1.26608592453,0.152118388117,128.786821845,1614.0,0.00872304299316,8,26.0,control_series1,1,1
9,355.194402421,119.887291982,688.998497463,1.2711151548,0.224285715648,95.8969164397,1229.0,0.0114421221241,9,26.0,control_series1,1,1
10,357.718687207,121.280643001,805.475531755,1.27760870064,0.183648957074,109.518776253,1433.0,0.00976944637817,10,26.0,control_series1,1,1
11,358.002554278,118.826947637,837.060792535,1.275318306,0.152734265703,113.853096303,1461.0,0.00945469595577,11,26.0,control_series1,1,1
12,358.755165936,121.818409518,804.581354034,1.27128096469,0.197782598931,111.34156496,1394.0,0.00996087519999,12,26.0,control_series1,1,1
13,357.187239945,121.899445215,722.59241429,1.26375922495,0.237693782852,102.726383446,1296.0,0.0109094703651,13,26.0,control_series1,1,1
14,358.093926554,122.012711864,716.383692406,1.2725369474,0.206961076532,99.6663752853,1263.0,0.0111252181442,14,26.0,control_series1,1,1
15,357.977789816,122.82936078,828.394584771,1.26799079257,0.204133781434,114.431537983,1444.0,0.00959698118486,15,26.0,control_series1,1,1
16,360.94189264,121.826784726,789.345260879,1.26377304219,0.214701124905,111.390725802,1367.0,0.010109712886,16,26.0,control_series1,1,1
17,360.188476037,118.754981152,760.920344501,1.27250870568,0.198989069001,104.488254091,1340.0,0.0104665997696,17,26.0,control_series1,1,1
18,361.121568627,117.180952381,735.07408652,1.25958509909,0.183622911467,105.010583789,1293.0,0.0107997478286,18,26.0,control_series1,1,1
19,363.086694762,118.758579169,740.469955773,1.256170801,0.169884796869,106.991444543,1303.0,0.0106385739343,19,26.0,control_series1,1,1
20,363.793993994,118.738738739,701.9885836,1.26870390935,0.126958687355,98.2362402275,1259.0,0.0109842958785,20,26.0,control_series1,1,1
21,365.15350635,120.942020983,783.616150654,1.26696112903,0.129202954323,110.33800023,1390.0,0.00979754133422,21,26.0,control_series1,1,1
22,365.173942243,123.954331766,628.543589079,1.27353597849,0.14400187241,87.3798004966,1126.0,0.0125290828852,22,26.0,control_series1,1,1
23,365.955049261,123.884236453,785.038784729,1.26018022012,0.200578976082,111.664999552,1396.0,0.00976951286515,23,26.0,control_series1,1,1
24,363.924898902,124.268053148,785.170006959,1.26180159684,0.187473282941,112.037545765,1370.0,0.0101060120248,24,26.0,control_series1,1,1
25,362.872829132,124.27394958,778.023685252,1.25914025179,0.191128345903,110.710373139,1363.0,0.0101655134689,25,26.0,control_series1,1,1
26,360.18,127.734857143,789.223524807,1.26287653508,0.178521150163,110.942278344,1385.0,0.00975612106223,26,26.0,control_series1,1,1
27,359.04048583,129.946211683,707.209421488,1.24801751408,0.177115981161,104.302141399,1229.0,0.01113095103,27,26.0,control_series1,1,1
28,359.967826658,133.239658569,690.113794914,1.25480036893,0.153926325139,100.141266366,1212.0,0.0111817229768,28,26.0,control_series1,1,1
29,358.1898017,133.301416431,779.224243828,1.26603035556,0.163703233785,109.047245454,1392.0,0.00967271124607,29,26.0,control_series1,1,1
30,356.698401668,134.116052814,720.669574802,1.26012232328,0.15828754544,103.668243213,1233.0,0.0111895253272,30,26.0,control_series1,1,1
31,356.075144509,134.001284522,808.876564797,1.25670967355,0.18419588986,115.850657643,1414.0,0.00963629350469,31,26.0,control_series1,1,1
32,353.990269033,136.931310819,759.431095283,1.2535011072,0.164891616513,110.84998815,1309.0,0.0103874701868,32,26.0,control_series1,1,1
33,354.044667783,137.842546064,806.746167606,1.26190589064,0.185955026455,114.412912659,1416.0,0.00941816165335,33,26.0,control_series1,1,1
34,355.098051157,137.894640682,568.902307091,1.27278263638,0.105060556444,78.648491906,1046.0,0.0131965930618,34,26.0,control_series1,1,1
35,354.990175439,137.894736842,642.602964153,1.25600312884,0.156047436725,93.3465358454,1129.0,0.0121141992628,35,26.0,control_series1,1,1
36,355.25588697,138.094976452,610.793652261,1.257005487,0.202214237609,89.1739555106,1087.0,0.0127559183168,36,26.0,control_series1,1,1
37,355.225635593,136.862288136,543.234592297,1.28592445148,0.151135055664,72.5080070227,984.0,0.013969299521,37,26.0,control_series1,1,1
38,353.827125791,134.073787772,678.014512078,1.25884083703,0.231381406906,96.7230821868,1172.0,0.0116561887441,38,26.0,control_series1,1,1
39,352.765943012,133.124151967,685.212928326,1.26158135566,0.221113152971,98.5516559057,1176.0,0.0115644980379,39,26.0,control_series1,1,1
40,352.807244502,135.309831824,659.412780979,1.25860556528,0.173145911487,95.1158151089,1171.0,0.0117034733262,40,26.0,control_series1,1,1
41,352.788448156,136.723034099,676.785522373,1.26347985739,0.170549795395,96.0781117356,1203.0,0.0113395704382,41,26.0,control_series1,1,1
42,352.187378009,136.170461939,738.221465201,1.25996354421,0.18233669737,104.225151561,1284.0,0.010430750084,42,26.0,control_series1,1,1
43,350.955926147,135.295413937,771.058095119,1.26716916357,0.179852258487,107.461342619,1376.0,0.00962488424802,43,26.0,control_series1,1,1
44,354.88336784,134.223602484,694.879773882,1.2524647887,0.170474465164,101.186771766,1199.0,0.0110807626807,44,26.0,control_series1,1,1
45,355.753846154,131.049002849,673.947747696,1.25768294167,0.233369103886,97.5400159059,1182.0,0.0115138058545,45,26.0,control_series1,1,1
46,355.244333886,131.758982863,743.503749967,1.26657065186,0.175821757829,104.805669564,1338.0,0.00992928517625,46,26.0,control_series1,1,1
47,355.995967742,132.705645161,661.507381711,1.2517269177,0.180345539741,97.1684230047,1145.0,0.0115224273926,47,26.0,control_series1,1,1
48,355.076203209,129.801470588,605.891622956,1.26210714224,0.160011620939,86.2666548727,1071.0,0.0126650717966,48,26.0,control_series1,1,1
49,356.160423453,128.917752443,585.062815159,1.24910391334,0.23530597198,86.711264136,1021.0,0.0133187681947,49,26.0,control_series1,1,1
50,357.007395234,126.725554643,589.742310591,1.24322320768,0.18104795265,88.1948237696,1025.0,0.0133423223411,50,26.0,control_series1,1,1
51,354.726633872,127.685874912,674.746546635,1.26079317805,0.207150138113,96.2568861327,1195.0,0.0110323155168,51,26.0,control_series1,1,1
52,355.116376725,128.141571686,678.03917984,1.24695189249,0.179803988407,100.05857123,1189.0,0.0110639437124,52,26.0,control_series1,1,1
53,354.230377907,129.234011628,602.321057762,1.27218681896,0.140213285283,82.7315987769,1120.0,0.0118034493048,53,26.0,control_series1,1,1
54,354.780051151,128.008951407,337.708978834,1.27688479614,0.169012376531,47.071967638,653.0,0.0221625066979,54,26.0,control_series1,1,1
55,354.744332494,128.715994962,609.808083709,1.25797205961,0.165799846696,87.9383193762,1076.0,0.0125787336988,55,26.0,control_series1,1,1
56,354.169154229,130.251865672,687.091349127,1.25260921709,0.192558120001,100.414469555,1222.0,0.0107672781614,56,26.0,control_series1,1,1
57,355.971988796,131.85620915,490.42111013,1.27315161418,0.0924202835994,68.228520457,878.0,0.0156192523839,57,26.0,control_series1,1,1
58,355.717171717,133.103535354,344.655479709,1.28511289446,0.128313009053,46.1281323853,653.0,0.0219160593932,58,26.0,control_series1,1,1
59,357.956175299,135.860557769,212.184015992,1.34786240682,0.0131032626556,24.0926073935,448.0,0.0351556334501,59,26.0,control_series1,1,1
60,357.860632184,136.020114943,303.773393072,1.28374004602,0.126390209539,41.4633223303,580.0,0.0256446306309,60,26.0,control_series1,1,1
61,358.805598756,134.830482115,265.700927471,1.29480358731,0.122192787836,35.1237617963,556.0,0.0273128221673,61,26.0,control_series1,1,1
62,358.880108992,135.885558583,171.024524965,1.35517978939,0.0872482368693,19.1062820806,408.0,0.0397155140204,62,26.0,control_series1,1,1
63,357.155826558,136.147696477,327.071042096,1.30456775177,0.0839084227648,41.6594552263,666.0,0.0214964549881,63,26.0,control_series1,1,1
64,357.247159091,137.806818182,165.214732101,1.30884230594,0.0717231232554,20.6518415126,390.0,0.0424975934236,64,26.0,control_series1,1,1
65,357.838095238,138.057142857,221.286757422,1.32017314882,0.115250356094,28.0999057044,475.0,0.0329648417943,65,26.0,control_series1,1,1
146,433.975986278,281.150943396,79.3243771744,1.30311672829,0.100712982459,10.4768045325,223.0,0.0866097923979,146,375.0,control_series1,0,2
147,434.15320911,280.971014493,72.9258666593,1.26752722211,0.212903214456,10.4179809513,220.0,0.0898210618036,147,375.0,control_series1,0,2
149,435.952702703,280.827027027,87.1354842815,1.26437678271,0.188457271374,12.7170706789,229.0,0.0804203506659,149,375.0,control_series1,0,2
150,436.120654397,279.229038855,67.6250417732,1.31764802547,0.14310531881,8.29755113782,220.0,0.0878469725324,150,375.0,control_series1,0,2
151,436.754491018,278.097804391,108.577781029,1.25254232481,0.221641428938,15.6039924832,274.0,0.0588292833742,151,375.0,control_series1,0,2
152,435.673629243,278.825065274,94.1126919138,1.26201794561,0.253255739026,14.4977776055,236.0,0.0766414082328,152,375.0,control_series1,0,2
153,434.149350649,277.118506494,107.919380512,1.26324155282,0.209677804605,15.7674419579,261.0,0.0639973694698,153,375.0,control_series1,0,2
154,433.646131805,277.143266476,127.815318731,1.23870252852,0.211837303493,19.5934657654,291.0,0.0548299766065,154,375.0,control_series1,0,2
155,433.049235993,277.077249576,134.406088782,1.21918729367,0.246920962396,21.5643045669,300.0,0.052618802504,155,375.0,control_series1,0,2
156,433.00397878,277.163129973,85.7307254939,1.26784346656,0.190710566222,12.2797325641,237.0,0.0766610558633,156,375.0,control_series1,0,2
157,433.740498034,276.107470511,101.218932856,1.20287989942,0.208494440922,17.1130305877,267.0,0.0615043261664,157,375.0,control_series1,0,2
158,433.125581395,274.118604651,95.0361327213,1.24358820673,0.290875822545,14.3659270393,239.0,0.0750805325796,158,375.0,control_series1,0,2
159,434.852791878,271.111675127,74.7822781993,1.3195138314,0.199037706033,9.49013682733,213.0,0.0956031956149,159,375.0,control_series1,0,2
147,434.099616858,281.816091954,60.7509210254,1.3217891045,0.0528140110789,7.68115093424,194.0,0.128945826219,147,1471.0,control_series1,1,2
148,434.744245524,280.95140665,97.2710385187,1.31000478319,0.14689125806,12.4387517287,250.0,0.0788703284713,148,1471.0,control_series1,1,2
150,436.207482993,279.19047619,70.4033432739,1.31060561376,0.13942631428,9.09975185173,214.0,0.110254795677,150,1471.0,control_series1,1,2
151,436.885157096,277.809317443,126.003539268,1.2975516573,0.110117801911,15.835764415,292.0,0.0627716843789,151,1471.0,control_series1,1,2
152,435.228769497,278.337954939,139.737321133,1.24683307663,0.177738582248,21.0695787497,320.0,0.0536081974636,152,1471.0,control_series1,1,2
153,434.052511416,276.9543379,145.603090904,1.24874366088,0.252010723185,21.6077646319,359.0,0.0455648273108,153,1471.0,control_series1,1,2
154,433.245017585,277.130128957,215.92819483,1.23071286732,0.253516327774,34.1738643635,433.0,0.036364302155,154,1471.0,control_series1,1,2
155,432.97,277.0075,136.486027117,1.24398553046,0.124401159642,21.1553342032,299.0,0.0590469962966,155,1471.0,control_series1,1,2
156,433.092130518,276.994241843,81.5524964776,1.33245332444,0.150579182205,9.70490361154,233.0,0.0929664305881,156,1471.0,control_series1,1,2
157,433.666666667,276.0,94.6090894166,1.271543326,0.155345522077,13.557688826,257.0,0.0767803396621,157,1471.0,control_series1,1,2
158,433.132253711,273.95951417,108.985899215,1.31738095386,0.129712275042,13.6783922091,287.0,0.0632294545764,158,1471.0,control_series1,1,2
159,435.058510638,271.877659574,78.7212517225,1.34480877388,0.0254050339025,8.79333130943,226.0,0.0946149462828,159,1471.0,control_series1,1,2
0,142.899169632,447.881376038,66.9357617306,1.27434769209,0.318417609122,9.36941860523,220.0,0.116430794498,0,6.0,control_series1,0,3
4,139.975384615,447.064615385,76.7723241073,1.22662764709,0.189561190482,12.5197943929,215.0,0.121346661249,4,6.0,control_series1,0,3
5,140.140142518,445.010688836,74.2877264962,1.21500906617,0.251934539024,12.6165616258,223.0,0.111149062643,5,6.0,control_series1,0,3
6,136.892857143,444.032467532,67.8383600276,1.19114699715,0.257468227641,11.6734840307,217.0,0.117497790544,6,6.0,control_series1,0,3
