frame,x,y,mass,size,ecc,signal,raw_mass,ep,frame,particle,filename,channel,pair_id
82,41.1644067797,332.225423729,89.2127101198,1.24396849925,0.218565152569,13.4575105096,250.0,0.0730467166758,82,152.0,control_series1,0,12
83,41.2210223182,332.148308135,101.814348631,1.24500441651,0.252556746325,15.6129994661,256.0,0.0699787006905,83,152.0,control_series1,0,12
85,41.862633452,333.838434164,99.2784633069,1.26153044939,0.15930622141,14.4854697352,270.0,0.0632848395869,85,152.0,control_series1,0,12
87,42.6706349206,335.874338624,80.5205854572,1.27033720474,0.20135014401,12.0354843342,250.0,0.0716283770038,87,152.0,control_series1,0,12
88,42.0826180258,335.113733906,93.0371986155,1.21197529685,0.309148317478,15.4729246624,246.0,0.0750698041627,88,152.0,control_series1,0,12
89,41.0506465517,331.247844828,60.8868421067,1.28527804586,0.246073938712,8.52940676064,202.0,0.109055938686,89,152.0,control_series1,0,12
53,44.2290909091,344.949090909,120.376664887,1.26059149176,0.125152690275,17.5093330745,323.0,0.0555065384878,53,815.0,control_series1,1,12
54,43.1520737327,343.843317972,187.424164724,1.26454669388,0.0921186385152,27.2067335889,406.0,0.0405507357903,54,815.0,control_series1,1,12
55,42.8562401264,343.04107425,243.078411202,1.22700009206,0.222389735034,39.1690330846,458.0,0.0347689638178,55,815.0,control_series1,1,12
56,42.2272727273,341.245989305,159.808560058,1.2528043409,0.193699589611,23.073963217,356.0,0.0483556021831,56,815.0,control_series1,1,12
57,44.8450363196,342.16464891,189.11663724,1.26222832284,0.194397035872,27.4745719961,397.0,0.0415909173128,57,815.0,control_series1,1,12
58,44.1357615894,344.867549669,262.843320384,1.26726487559,0.215750325004,37.4247111805,521.0,0.0289107770746,58,815.0,control_series1,1,12
59,43.1757575758,344.098989899,209.225274733,1.25690014711,0.182464454544,30.8554445566,442.0,0.0357874308799,59,815.0,control_series1,1,12
60,44.1949541284,343.165137615,190.294826695,1.26255166122,0.23275857898,27.0602735208,410.0,0.0401280945738,60,815.0,control_series1,1,12
61,44.8794466403,341.071146245,209.08968787,1.22796788978,0.199875426361,33.0576581613,418.0,0.0395314646615,61,815.0,control_series1,1,12
62,43.1638795987,342.782608696,139.336057124,1.29831380224,0.137442833204,18.1742683205,349.0,0.0494371016109,62,815.0,control_series1,1,12
63,43.1618037135,339.957559682,167.081006599,1.25839356986,0.201619072505,23.9320274705,371.0,0.0456993199344,63,815.0,control_series1,1,12
64,41.7208121827,340.060913706,184.927853545,1.22991477564,0.216951121098,29.1003221314,409.0,0.039808289059,64,815.0,control_series1,1,12
65,40.996131528,337.218568665,181.595640615,1.2814703837,0.162196137452,24.9386663127,407.0,0.0404761806219,65,815.0,control_series1,1,12
66,41.8112033195,338.029045643,168.660682369,1.18863916751,0.258254836592,29.0432295366,372.0,0.0452647240251,66,815.0,control_series1,1,12
67,41.1277258567,335.859813084,135.264770019,1.23802676884,0.194991625845,20.6478932428,324.0,0.0551833666935,67,815.0,control_series1,1,12
68,38.0904255319,335.063829787,145.777103514,1.24413517771,0.189159323789,21.7114835021,323.0,0.0558722111555,68,815.0,control_series1,1,12
69,39.0830670927,336.843450479,163.221751459,1.22930147182,0.216041957236,25.5522869697,356.0,0.0486788103975,69,815.0,control_series1,1,12
70,37.728,337.186666667,158.5213199,1.24365054041,0.151237919731,24.0952406248,345.0,0.0504639688049,70,815.0,control_series1,1,12
71,38.6949152542,334.224576271,137.828368351,1.26725380386,0.155448696934,19.8566293387,320.0,0.0557154356026,71,815.0,control_series1,1,12
72,40.2320261438,337.209150327,167.932429479,1.27955261789,0.20677793958,23.0495491442,384.0,0.0434006208326,72,815.0,control_series1,1,12
73,40.6701570681,337.735602094,192.992212066,1.26055750984,0.183537199293,27.7868368158,389.0,0.0426700407017,73,815.0,control_series1,1,12
74,39.8401084011,338.008130081,160.812242423,1.22750766505,0.23890576002,25.7125265663,349.0,0.04945945299,74,815.0,control_series1,1,12
75,38.72909699,337.675585284,153.801476382,1.25108648434,0.17294962341,22.6329931799,354.0,0.0475345357615,75,815.0,control_series1,1,12
76,38.1452145215,336.01320132,134.29297712,1.24280105224,0.168037531499,20.3877126981,306.0,0.0599563863153,76,815.0,control_series1,1,12
77,38.0390070922,334.865248227,148.354381967,1.24199564874,0.158995815234,22.6214128531,320.0,0.0563478907694,77,815.0,control_series1,1,12
78,36.9489361702,333.876595745,133.959296743,1.23598526466,0.156102758683,20.5214241819,321.0,0.0559563728871,78,815.0,control_series1,1,12
79,38.0727272727,331.840909091,86.8571147584,1.30558241967,0.11815289318,10.6597368113,251.0,0.0820497991684,79,815.0,control_series1,1,12
81,39.9857651246,330.975088968,113.28288821,1.29191297923,0.127049179807,14.9162521842,302.0,0.060108186702,81,815.0,control_series1,1,12
82,41.8528610354,332.038147139,136.521954303,1.2614597314,0.083594934437,19.7157045723,327.0,0.054234898263,82,815.0,control_series1,1,12
83,41.9695652174,331.873913043,99.3978701016,1.23358790949,0.139992290322,15.9900921468,259.0,0.0783239400806,83,815.0,control_series1,1,12
84,41.8862559242,332.08056872,77.8651234719,1.29709847544,0.0163043477375,9.96378357223,237.0,0.090168490486,84,815.0,control_series1,1,12
85,42.1699716714,333.16713881,127.417638331,1.28953073574,0.091861807739,17.3259111611,313.0,0.056933144478,85,815.0,control_series1,1,12
86,42.6979591837,333.102040816,60.5778142132,1.30149051131,0.0990376667169,7.9122043054,218.0,0.105194684965,86,815.0,control_series1,1,12
87,42.7191283293,335.985472155,96.5429655029,1.22918504863,0.20191428248,15.4281736639,260.0,0.0769277065455,87,815.0,control_series1,1,12
88,42.7398843931,335.05973025,113.142701377,1.23063027228,0.237171932977,18.0941121663,260.0,0.0756837285876,88,815.0,control_series1,1,12
106,344.281524927,391.774193548,63.5313201086,1.2277342458,0.191772286581,9.78121497273,208.0,0.101317509987,106,281.0,control_series1,0,13
107,343.969976905,392.896073903,61.4917748318,1.24206488285,0.272819950135,9.37288022841,195.0,0.115349725188,107,281.0,control_series1,0,13
108,343.117647059,392.892857143,64.0562246476,1.28909452946,0.107412628767,9.01631733485,193.0,0.120817829847,108,281.0,control_series1,0,13
109,341.983305509,393.87312187,83.1399183403,1.23931156505,0.272394826024,13.3245945921,215.0,0.0943373295924,109,281.0,control_series1,0,13
110,342.671428571,393.764285714,74.4173282989,1.23461966382,0.26110498141,11.6941515898,210.0,0.0955928758792,110,281.0,control_series1,0,13
111,342.959447005,391.977880184,99.8650311731,1.2166282636,0.256658623323,16.6595121127,249.0,0.0720983622095,111,281.0,control_series1,0,13
112,342.943046358,390.855629139,61.3940615212,1.26491106407,0.175174299086,9.35141334429,190.0,0.125554426814,112,281.0,control_series1,0,13
113,343.389851485,390.170792079,68.0800193684,1.26989124037,0.214547747028,10.6164386639,206.0,0.103313648806,113,281.0,control_series1,0,13
114,342.123367199,390.968069666,81.7102685691,1.259506665,0.256008523571,11.2662924732,213.0,0.0963074268591,114,281.0,control_series1,0,13
115,344.733252132,392.040194884,107.356224963,1.24765309523,0.253790298481,16.3453448482,255.0,0.0669465702162,115,281.0,control_series1,0,13
117,342.206500956,390.885277247,65.7666773738,1.20070087881,0.3029955272,10.5629080294,205.0,0.103647925364,117,281.0,control_series1,0,13
118,341.924096386,391.854216867,102.670041883,1.25918313548,0.201982339349,15.0912591684,256.0,0.0664692760376,118,281.0,control_series1,0,13
122,338.996197719,386.087452471,72.5618599469,1.26671336049,0.266703699947,10.4842231102,223.0,0.0858862400058,122,281.0,control_series1,0,13
123,340.796561605,387.916905444,87.2342137073,1.24389627259,0.269624572459,13.9974669559,218.0,0.0924742313279,123,281.0,control_series1,0,13
124,342.940397351,389.238410596,85.1651992427,1.25016555195,0.238569241015,12.9721826661,226.0,0.0843013323858,124,281.0,control_series1,0,13
126,344.184615385,387.819230769,77.345537867,1.2511533141,0.276578042592,11.3043478421,228.0,0.0832867989279,126,281.0,control_series1,0,13
127,344.00308642,390.040123457,77.1552648122,1.25215862995,0.166208722557,11.9066766686,212.0,0.096333338054,127,281.0,control_series1,0,13
128,343.036281179,391.058956916,92.7466582242,1.2670604472,0.198744234058,14.0907621338,237.0,0.0778880807028,128,281.0,control_series1,0,13
130,344.021148036,393.006042296,68.5631815045,1.25700454373,0.164484383849,9.32127845228,205.0,0.102704502458,130,281.0,control_series1,0,13
131,342.836317136,393.910485934,89.0335113766,1.26430434356,0.183281615301,13.2070170328,231.0,0.0807769943745,131,281.0,control_series1,0,13
107,343.269406393,392.182648402,107.340684328,1.28390101896,0.214421747484,15.1943434436,288.0,0.0647335558948,107,1161.0,control_series1,1,13
108,342.273170732,392.87804878,100.175849774,1.30103148572,0.198706274528,13.6825550911,271.0,0.0710278236896,108,1161.0,control_series1,1,13
109,342.036666667,393.976666667,129.270097937,1.24365054041,0.201134483845,19.821415017,303.0,0.0587875154879,109,1161.0,control_series1,1,13
110,342.71257485,393.053892216,82.4123290282,1.25493039624,0.285970991004,12.3371750042,230.0,0.0924170260724,110,1161.0,control_series1,1,13
111,342.938888889,392.044444444,91.8937755433,1.27584394727,0.245500612486,12.763024381,242.0,0.0841996598023,111,1161.0,control_series1,1,13
112,342.741721854,390.19205298,72.4920411206,1.27637732385,0.302722853309,10.5617543355,222.0,0.101820418196,112,1161.0,control_series1,1,13
113,343.21025641,390.138461538,88.9307649503,1.19828937903,0.313123928267,14.593766556,237.0,0.0894078041925,113,1161.0,control_series1,1,13
114,342.121794872,390.205128205,74.4345013828,1.27852077989,0.134328357207,10.4971732719,203.0,0.119086756882,114,1161.0,control_series1,1,13
115,344.890909091,392.006060606,94.4474189763,1.208555361,0.366783779115,16.027440796,247.0,0.0839097590544,115,1161.0,control_series1,1,13
118,342.032786885,391.054644809,94.2307074424,1.23252816725,0.201298699992,14.9327350592,251.0,0.0798256626796,118,1161.0,control_series1,1,13
122,339.020547945,386.102739726,68.3710407851,1.25512647401,0.273642099835,9.83419079785,223.0,0.100121482793,122,1161.0,control_series1,1,13
123,340.929936306,387.108280255,78.2860314974,1.27693901515,0.261107070206,10.4713800092,228.0,0.0939034607011,123,1161.0,control_series1,1,13
124,343.096938776,389.040816327,90.5003919286,1.18880835551,0.242951640921,16.160784273,241.0,0.0858170187996,124,1161.0,control_series1,1,13
125,343.0,390.891304348,61.1357292978,1.27688479614,0.161239808722,8.86025062287,193.0,0.135609504495,125,1161.0,control_series1,1,13
126,344.247311828,387.166666667,85.8419751128,1.29307502132,0.112489255676,11.5378998807,257.0,0.0760672567308,126,1161.0,control_series1,1,13
127,343.954225352,389.771126761,77.0926726476,1.27544524123,0.168482005794,10.8581229081,216.0,0.104085255808,127,1161.0,control_series1,1,13
128,343.110849057,390.877358491,79.4319830097,1.25235626976,0.20506100246,11.8023937019,223.0,0.100593037694,128,1161.0,control_series1,1,13
129,341.943310658,392.217687075,75.4160202248,1.26616531432,0.196213561817,10.773717175,207.0,0.114281193825,129,1161.0,control_series1,1,13
130,343.870712401,393.034300792,97.212999843,1.20026382324,0.280272870556,16.6724142211,249.0,0.0813730317089,130,1161.0,control_series1,1,13
131,342.986842105,393.25,76.3175486731,1.2834985084,0.237139468577,10.4434540289,245.0,0.0835768594528,131,1161.0,control_series1,1,13
4,498.944244604,476.919064748,65.6698649287,1.41294121523,0.146748572491,6.02367466072,232.0,0.102440198961,4,29.0,control_series1,0,14
5,496.995837669,477.066597294,84.7868232338,1.35253259956,0.0261834944398,9.96973051552,256.0,0.0838174625604,5,29.0,control_series1,0,14
6,498.090909091,477.026223776,62.9927628828,1.40615529984,0.0122331824141,6.05699643104,213.0,0.122675340912,6,29.0,control_series1,0,14
7,498.96519411,475.989290495,106.883637099,1.37290670646,0.0167120177441,11.1605404199,287.0,0.0681637994981,7,29.0,control_series1,0,14
8,498.085576259,477.025534852,104.062414719,1.33255670964,0.182967129134,12.4961077716,272.0,0.0736847752493,8,29.0,control_series1,0,14
9,498.078724789,476.139882889,179.597914828,1.34440211477,0.0571161688184,20.7992380217,405.0,0.0399987560395,9,29.0,control_series1,0,14
10,498.192678227,476.137764933,241.591087894,1.32669348643,0.140856404464,29.6752058829,503.0,0.0293204944256,10,29.0,control_series1,0,14
11,496.090270812,478.006018054,206.122342156,1.3369226179,0.149769537058,24.1888806743,437.0,0.0353746625868,11,29.0,control_series1,0,14
12,496.781355932,477.808474576,225.809375,1.31784792895,0.128510525521,28.1942778954,487.0,0.0303667519127,12,29.0,control_series1,0,14
13,496.10031348,477.833855799,133.326227251,1.35246205308,0.153087144498,15.1507076421,324.0,0.0546598363532,13,29.0,control_series1,0,14
14,496.996018203,476.176336746,118.154732474,1.32255312093,0.164376424876,14.2484660321,299.0,0.0603849217087,14,29.0,control_series1,0,14
17,496.009291521,475.93960511,65.7693557186,1.37253633155,0.140231262789,7.02761989095,215.0,0.113804666424,17,29.0,control_series1,0,14
18,496.032448378,475.833333333,76.0541745014,1.34635967177,0.200055547508,8.74959529662,239.0,0.0896174739523,18,29.0,control_series1,0,14
19,496.036290323,475.987903226,72.6482661236,1.36044347608,0.133814871568,7.6163504807,234.0,0.09512635564,19,29.0,control_series1,0,14
5,497.030487805,477.988821138,468.795986641,1.38039407594,0.0757652185098,47.1654498755,940.0,0.0154288967282,5,114.0,control_series1,1,14
6,497.07523511,477.026123302,542.271179642,1.38773550159,0.0836317584506,54.3971089296,1074.0,0.0133622432858,6,114.0,control_series1,1,14
7,498.75826087,476.914782609,639.801703399,1.34681589071,0.0984084854544,73.438108564,1204.0,0.0118828577652,7,114.0,control_series1,1,14
8,497.929057337,477.135082604,521.738738892,1.36241368161,0.122009220125,56.2808552158,1061.0,0.0138139614782,8,114.0,control_series1,1,14
9,497.928571429,476.833990148,1057.9931542,1.33316911961,0.0681930480945,125.082934487,1884.0,0.00721109945328,9,114.0,control_series1,1,14
10,498.011307768,476.161750246,1097.34576798,1.3311191054,0.136622062131,129.480326605,1954.0,0.00700425078641,10,114.0,control_series1,1,14
11,495.86695279,478.028612303,1120.89175092,1.33708342445,0.171196464034,130.423265248,2026.0,0.0066630672556,11,114.0,control_series1,1,14
12,495.954613466,477.172568579,1010.13501242,1.32931647634,0.117196908969,119.906300726,1814.0,0.00750364006209,12,114.0,control_series1,1,14
13,495.985236985,477.901320901,644.921246319,1.35357594252,0.15064679415,71.1568119481,1199.0,0.0118830587189,13,114.0,control_series1,1,14
14,496.893186004,477.040515654,549.429865786,1.35909730631,0.131188842647,59.1927203471,1084.0,0.0131718299274,14,114.0,control_series1,1,14
15,496.966917293,476.990977444,298.419501014,1.39386410487,0.147808058472,29.1688234074,679.0,0.0225344724428,15,114.0,control_series1,1,14
16,497.00589391,476.039292731,222.344625228,1.41906745992,0.161179126847,20.5308396576,532.0,0.0301673903883,16,114.0,control_series1,1,14
17,496.938244854,476.993499458,378.206504025,1.35753584678,0.137684735547,41.3855437774,781.0,0.0192081610923,17,114.0,control_series1,1,14
18,496.029379761,476.056583243,378.44990785,1.38033759729,0.142250845312,37.4743651951,762.0,0.0196119707848,18,114.0,control_series1,1,14
19,495.897208122,476.162436548,351.288576249,1.36163905412,0.128956621111,37.4470055899,751.0,0.0198084874254,19,114.0,control_series1,1,14
132,225.725609756,478.12195122,98.6707283207,1.22888673263,0.317538696911,15.6429203435,240.0,0.0730342329298,132,341.0,control_series1,0,15
133,226.288421053,479.048421053,122.65520602,1.2174174564,0.272331683921,20.1412759359,292.0,0.0534748302238,133,341.0,control_series1,0,15
134,229.799607073,479.035363458,119.58935528,1.23790811571,0.20127389256,19.0309190131,277.0,0.0578170068152,134,341.0,control_series1,0,15
135,227.027272727,479.934090909,105.151366419,1.26939498832,0.276066032822,15.0557638282,264.0,0.0636999569357,135,341.0,control_series1,0,15
136,227.204359673,478.283378747,98.1823717331,1.28606024496,0.18617308263,13.1088180243,275.0,0.0588645072083,136,341.0,control_series1,0,15
137,229.063451777,476.675126904,104.835023791,1.2371163457,0.129164042661,16.2308031758,258.0,0.0642648770838,137,341.0,control_series1,0,15
138,228.741706161,478.943127962,108.340826488,1.25909017027,0.244269205653,16.1741044282,270.0,0.0608516460015,138,341.0,control_series1,0,15
139,230.020356234,478.24173028,97.0845352823,1.23868928511,0.279020836022,14.8220664553,252.0,0.0680189710255,139,341.0,control_series1,0,15
140,229.752351097,480.231974922,74.3333863311,1.24316312102,0.227970822661,10.9519409328,219.0,0.0916348519074,140,341.0,control_series1,0,15
141,228.093676815,478.992974239,121.888612065,1.21947506655,0.280238066105,19.9817396828,269.0,0.0607682879633,141,341.0,control_series1,0,15
142,229.724215247,479.161434978,115.008922799,1.25190437893,0.252253913429,17.5349927138,287.0,0.0553256240328,142,341.0,control_series1,0,15
143,230.066037736,477.971698113,129.033915561,1.24990565682,0.229416866275,19.4768174432,296.0,0.053070991634,143,341.0,control_series1,0,15
144,227.126237624,476.886138614,89.796728329,1.31536991748,0.0782309411888,11.7802638649,255.0,0.0681846095242,144,341.0,control_series1,0,15
145,227.189732143,474.810267857,116.558256413,1.25889690943,0.272878892986,16.6511794876,299.0,0.0522281720018,145,341.0,control_series1,0,15
146,229.165938865,473.276564774,93.4748664131,1.27110995748,0.240276685013,13.0619900665,268.0,0.0620946898807,146,341.0,control_series1,0,15
147,228.86167147,471.974063401,104.783750438,1.26809666992,0.12924986058,14.6455674243,274.0,0.0604134169832,147,341.0,control_series1,0,15
148,226.885145482,471.977029096,121.716586871,1.25957283894,0.290770263629,17.7076198358,303.0,0.0498177186545,148,341.0,control_series1,0,15
149,227.105607477,471.830841121,125.993200245,1.25228762633,0.182962654939,18.4868527462,300.0,0.0505954049686,149,341.0,control_series1,0,15
150,227.94843276,470.188068756,136.771301255,1.24744430344,0.225583271928,20.7438778445,330.0,0.0442641488943,150,341.0,control_series1,0,15
151,227.220843672,471.992555831,87.3390134821,1.29897841135,0.15662251468,11.4862722445,234.0,0.0775637884405,151,341.0,control_series1,0,15
152,226.807142857,473.782142857,137.60602473,1.25071408175,0.212891971429,20.8866287537,303.0,0.0502232844102,152,341.0,control_series1,0,15
153,226.07860262,473.020378457,120.358140279,1.21130050289,0.189134993054,19.9720931467,285.0,0.0552866472631,153,341.0,control_series1,0,15
154,223.235521236,472.932432432,94.8543482847,1.24040720677,0.242109155761,14.8324367009,256.0,0.0678485743846,154,341.0,control_series1,0,15
155,223.813110181,471.927475593,81.8074411346,1.26424932661,0.214719022195,10.8392007082,227.0,0.0851255900264,155,341.0,control_series1,0,15
156,224.122042341,473.863013699,91.3020856387,1.29660923829,0.139575032385,12.1660313367,252.0,0.068625265789,156,341.0,control_series1,0,15
157,226.684391081,475.144082333,77.3402855241,1.27113352799,0.151083568419,11.2760279066,219.0,0.0882753476244,157,341.0,control_series1,0,15
158,226.180212014,475.16254417,62.5470361863,1.33847653496,0.0724006277306,7.51448491285,206.0,0.100581201708,158,341.0,control_series1,0,15
159,224.164893617,474.938829787,71.3658289415,1.2747548784,0.147115843142,10.059545037,217.0,0.0920590746835,159,341.0,control_series1,0,15
160,222.004376368,475.870897155,70.4521899631,1.27507669139,0.0985697910055,10.0205521829,211.0,0.0981731832914,160,341.0,control_series1,0,15
163,219.738197425,476.096566524,122.22093883,1.24903396147,0.212688363812,18.6216451865,283.0,0.0565488063058,163,341.0,control_series1,0,15
164,220.061261261,475.048648649,135.806231937,1.22805053158,0.275053304318,21.0438485524,308.0,0.0488759768697,164,341.0,control_series1,0,15
165,220.074626866,476.02238806,93.2924571457,1.27060137758,0.158796514466,13.4601057573,251.0,0.0692311223228,165,341.0,control_series1,0,15
133,226.730224321,478.946280992,520.266905383,1.24506108108,0.27111062112,78.3164467962,910.0,0.0142662426244,133,112.0,control_series1,1,15
134,229.899125364,478.802332362,439.552614476,1.25007288417,0.217114644682,65.3562196451,789.0,0.017218735379,134,112.0,control_series1,1,15
135,227.013270142,479.767772512,479.205729568,1.28240000118,0.208614698481,64.4997285296,908.0,0.0144904339947,135,112.0,control_series1,1,15
136,227.187993681,478.009478673,566.853660893,1.24489478799,0.18477484899,84.6250725978,984.0,0.0130779535845,136,112.0,control_series1,1,15
137,229.00093985,476.172932331,498.100533414,1.23201345076,0.242873741252,76.7748942481,880.0,0.0151007459968,137,112.0,control_series1,1,15
138,228.256452956,478.917568693,500.394287253,1.24747872288,0.224141496319,74.1633498176,883.0,0.0148438880086,138,112.0,control_series1,1,15
139,229.942457232,478.036547434,508.759087979,1.24427147703,0.200097972109,75.5621973592,914.0,0.0145703550445,139,112.0,control_series1,1,15
140,229.76492891,480.017061611,462.319331905,1.2376403171,0.290042241436,70.9912149466,832.0,0.0161231747341,140,112.0,control_series1,1,15
141,227.796716185,478.856919468,512.008389938,1.24767179582,0.206932148065,76.4609870822,894.0,0.0146277992653,141,112.0,control_series1,1,15
142,229.754291845,479.059012876,455.32138815,1.24731471226,0.310562854716,69.3730011988,803.0,0.0167913771137,142,112.0,control_series1,1,15
143,229.993777778,477.688888889,540.876882917,1.25042215094,0.166007435332,79.809388946,971.0,0.0134130928515,143,112.0,control_series1,1,15
144,227.795366795,476.763513514,278.776805015,1.27305002677,0.104401899286,38.4798099586,549.0,0.0261081671125,144,112.0,control_series1,1,15
145,227.142227122,474.785556781,465.756302016,1.26591304299,0.167423610936,65.4729090485,856.0,0.0154482586197,145,112.0,control_series1,1,15
146,229.238365494,473.089670829,398.892209114,1.26149650783,0.247711669867,57.7284411601,736.0,0.0185139960816,146,112.0,control_series1,1,15
147,228.948807446,471.862129145,400.118135029,1.25117745591,0.120375657978,59.3543481282,723.0,0.0185601357058,147,112.0,control_series1,1,15
148,227.004358655,471.257160648,399.532705527,1.25661388493,0.193522010298,58.462133125,694.0,0.019471883621,148,112.0,control_series1,1,15
149,227.834980989,471.135361217,312.408661509,1.22923822588,0.203749360114,49.177637211,573.0,0.0248145099079,149,112.0,control_series1,1,15
150,228.140588235,470.133529412,407.094161788,1.25135220979,0.218476971438,61.0641242682,735.0,0.0189110782103,150,112.0,control_series1,1,15
151,227.944655453,471.133478025,251.597532904,1.27499428148,0.140422563646,34.8113786709,512.0,0.0287650843121,151,112.0,control_series1,1,15
152,226.781075028,473.069988802,432.531812035,1.26189746745,0.137087471248,61.7556618527,788.0,0.0168745076858,152,112.0,control_series1,1,15
153,226.018203171,472.864357017,566.123433356,1.24648654788,0.208820640111,84.7689227867,954.0,0.0136231471379,153,112.0,control_series1,1,15
154,223.676868746,472.194820483,430.084411508,1.24275416099,0.254396542949,64.5506326866,784.0,0.017542053149,154,112.0,control_series1,1,15
155,224.762583096,471.231718898,359.299466387,1.26536145079,0.181032621404,51.8646903046,673.0,0.0201691908424,155,112.0,control_series1,1,15
156,224.790771679,473.167064439,196.759094189,1.27861052269,0.171696229666,27.7059345039,426.0,0.036868355302,156,112.0,control_series1,1,15
157,226.921348315,475.109862672,236.080624993,1.2803128519,0.0781426331033,31.5363631389,509.0,0.0287924153633,157,112.0,control_series1,1,15
158,226.801300578,475.151734104,203.55800879,1.3033416367,0.190357849984,27.062625446,421.0,0.0363531798995,158,112.0,control_series1,1,15
159,225.130718954,474.169934641,128.13139908,1.29352333353,0.124571740327,16.7492024941,320.0,0.0531071305286,159,112.0,control_series1,1,15
160,222.711469534,475.256272401,211.881119442,1.28821512485,0.154616521537,28.8583603541,442.0,0.034550170182,160,112.0,control_series1,1,15
161,222.847887324,476.988732394,70.5566638619,1.3363814923,0.0385948542955,8.54630012975,226.0,0.096725409547,161,112.0,control_series1,1,15
162,222.092307692,475.056410256,91.2320138422,1.33012434352,0.0292397659964,11.2285555498,242.0,0.082907742665,162,112.0,control_series1,1,15
163,219.989121339,475.966527197,236.081555377,1.28036344213,0.158309462206,32.9921504166,478.0,0.0310118543958,163,112.0,control_series1,1,15
164,220.068075117,474.982785603,345.182663135,1.24690540256,0.276013491449,51.5883322838,649.0,0.021029139141,164,112.0,control_series1,1,15
165,219.988213962,476.0643699,361.862670278,1.26031555001,0.132415254097,52.1633405025,680.0,0.0196639855994,165,112.0,control_series1,1,15
164,184.936329588,450.086142322,65.3338088777,1.2837211827,0.165334006511,9.54314062259,216.0,0.0905865567635,164,416.0,control_series1,0,16
165,183.947780679,450.890339426,88.8831121563,1.28253990822,0.184685820778,12.0676810238,238.0,0.0762171053761,165,416.0,control_series1,0,16
166,184.989675516,452.084070796,99.9731314747,1.23732511949,0.234291825713,15.6300176052,259.0,0.0668877244992,166,416.0,control_series1,0,16
168,182.127139364,453.897310513,96.9717347222,1.33231419894,0.219022096479,11.6176405902,262.0,0.0657286264282,168,416.0,control_series1,0,16
169,182.12345679,451.87654321,67.1613932643,1.32404169865,0.138384045101,8.0151456982,210.0,0.0985062054061,169,416.0,control_series1,0,16
170,180.791111111,450.006666667,86.5679699955,1.28668393771,0.239226531501,11.7347692661,250.0,0.0732630398666,170,416.0,control_series1,0,16
172,180.886524823,451.820330969,101.82691812,1.2604175825,0.186913909818,14.9249856346,266.0,0.0633413852915,172,416.0,control_series1,0,16
173,181.991150442,450.235988201,78.6389437976,1.31364520203,0.189460470884,9.97485127816,224.0,0.0861532212707,173,416.0,control_series1,0,16
175,181.820809249,450.988439306,83.5833184377,1.30804535814,0.193400465685,10.3875222336,234.0,0.0809582627019,175,416.0,control_series1,0,16
176,180.967871486,450.851405622,131.695115846,1.28162798078,0.0975582180643,17.7180175937,333.0,0.044752076726,176,416.0,control_series1,0,16
177,180.923822715,448.141274238,158.17543925,1.2680825056,0.0816186599132,23.0033533535,353.0,0.0405494009073,177,416.0,control_series1,0,16
178,180.206066012,449.103479037,244.736011428,1.28012320995,0.0587990483171,32.9662245545,518.0,0.0240282162694,178,416.0,control_series1,0,16
179,182.08172043,448.907526882,162.435923451,1.29846890813,0.276325662551,21.3087985603,376.0,0.0379414345255,179,416.0,control_series1,0,16
180,182.084870849,448.926199262,69.7039579841,1.30426493132,0.112188154566,9.00235619721,229.0,0.0843468472281,180,416.0,control_series1,0,16
181,182.032258065,448.129032258,101.361774071,1.27723780305,0.0405757519899,13.3124910647,262.0,0.0658604032307,181,416.0,control_series1,0,16
182,180.027459954,448.922196796,116.15882572,1.32049501848,0.153998535453,14.0879125015,290.0,0.055842243543,182,416.0,control_series1,0,16
165,183.678270634,450.943290286,584.295027893,1.26366755875,0.148928023149,83.6581875984,1018.0,0.0123844817059,165,851.0,control_series1,1,16
166,184.667787115,452.087394958,524.152999107,1.26690252853,0.188744092557,74.8789998725,930.0,0.0137837018791,166,851.0,control_series1,1,16
167,183.904911181,452.825496343,421.274148678,1.27838717617,0.15728177686,58.106779128,789.0,0.0169152905061,167,851.0,control_series1,1,16
168,182.064095883,453.174048984,688.339382669,1.28749143083,0.197968260603,91.4677136949,1235.0,0.0104038584665,168,851.0,control_series1,1,16
169,182.012251149,451.206738132,296.526711149,1.30905668432,0.0773160771138,37.2361260555,592.0,0.0235478992185,169,851.0,control_series1,1,16
170,180.262484775,449.962850183,555.741451226,1.27086723629,0.236517854441,78.8597796198,1000.0,0.0127706964444,170,851.0,control_series1,1,16
171,180.881091618,451.165692008,360.25955,1.28872755594,0.139927543963,49.1582231969,676.0,0.0200522288345,171,851.0,control_series1,1,16
172,180.86247216,451.900890869,662.2780018,1.26301685709,0.144708956388,93.6629245307,1166.0,0.010867403168,172,851.0,control_series1,1,16
173,181.844915874,450.287490856,520.187959853,1.28948252382,0.165482356568,69.6374518311,958.0,0.0136503040403,173,851.0,control_series1,1,16
174,181.978835979,450.202116402,482.923525895,1.29426901189,0.109301225305,63.8787732666,924.0,0.0140213828717,174,851.0,control_series1,1,16
175,181.751176163,451.17302666,455.831043117,1.28991423146,0.110932820078,60.7615870334,831.0,0.015599272898,175,851.0,control_series1,1,16
176,180.930038867,451.005552471,751.417377868,1.26148251889,0.109932649752,106.391688704,1319.0,0.00953675615569,176,851.0,control_series1,1,16
